;account_id;match_id;team_id;role;datetime;win;win_prob;prediction;isCorrect
86;90882159;3372455628;3331948.0;2.0;12.08.2017 22:53:26;False;0.3223812927056528;False;True
87;106863163;3370363807;15.0;2.0;12.08.2017 04:00:48;False;0.044240412522880405;False;True
88;205813150;3369858045;5.0;2.0;11.08.2017 20:30:56;False;0.17897797535607998;False;True
89;105248644;3368158118;2163.0;2.0;11.08.2017 01:32:37;True;0.9540650048374469;True;True
90;90882159;3366363258;3331948.0;2.0;10.08.2017 05:03:37;True;0.755462101960015;True;True
91;106863163;3366096005;15.0;2.0;09.08.2017 23:44:48;True;0.8407310942212692;True;True
92;154715080;3362675038;2512249.0;2.0;08.08.2017 07:16:56;True;0.92639252216702;True;True
93;86799300;3358228417;1333179.0;2.0;06.08.2017 00:07:41;True;0.9656791314951427;True;True
95;87012746;3357892393;1375614.0;2.0;05.08.2017 20:01:05;False;0.061889632018669406;False;True
96;205813150;3357890369;5.0;2.0;05.08.2017 19:59:02;True;0.9562059192978092;True;True
98;86799300;3357776957;1333179.0;2.0;05.08.2017 19:00:24;True;0.7684788523869885;True;True
99;205813150;3357776843;5.0;2.0;05.08.2017 19:07:00;True;0.839953321116793;True;True
101;205813150;3355944219;5.0;2.0;04.08.2017 22:29:17;True;0.9866412285849329;True;True
102;86799300;3355853872;1333179.0;2.0;04.08.2017 21:19:29;False;0.3766004007678014;False;True
103;97658618;3355741305;NaN;2.0;04.08.2017 19:54:11;False;0.017911055252958788;False;True
104;106573901;3354345479;1883502.0;2.0;04.08.2017 05:09:46;True;0.9996085609205118;True;True
105;90882159;3354333670;3331948.0;2.0;04.08.2017 04:54:37;True;0.8396423149779224;True;True
106;90882159;3354284596;3331948.0;2.0;04.08.2017 03:57:55;True;0.9424293294166621;True;True
108;106573901;3354101340;1883502.0;2.0;04.08.2017 00:06:05;False;0.0129476601895504;False;True
109;205813150;3354057627;5.0;2.0;03.08.2017 23:24:35;False;0.18175547301530837;False;True
110;106863163;3353901258;15.0;2.0;03.08.2017 21:03:58;False;0.10635778616966737;False;True
112;90882159;3352367990;3331948.0;2.0;03.08.2017 01:37:41;True;0.919800209434491;True;True
113;173880329;3352061045;2640025.0;2.0;02.08.2017 20:18:48;False;0.9301536604695827;True;False
114;106863163;3282839690;15.0;2.0;30.06.2017 10:36:18;True;0.9565187807189379;True;True
115;90882159;3281076896;3331948.0;2.0;29.06.2017 13:36:38;True;0.9754439920853317;True;True
116;90882159;3280962519;3331948.0;2.0;29.06.2017 12:28:16;True;0.9937972910091037;True;True
118;90882159;3280816387;3331948.0;2.0;29.06.2017 10:58:14;True;0.9754524811775815;True;True
120;97658618;3280117786;NaN;2.0;28.06.2017 23:53:23;True;0.9887340264967479;True;True
148;98172857;3358157593;1846548.0;2.0;05.08.2017 23:09:11;False;0.06407233110948322;False;True
160;98172857;3356148145;1846548.0;2.0;05.08.2017 01:39:36;False;0.42283345583152576;False;True
163;98172857;3356100221;1846548.0;2.0;05.08.2017 00:45:36;False;0.051919771102174696;False;True
170;98172857;3355887483;1846548.0;2.0;04.08.2017 21:40:23;False;0.8893657582850442;True;False
212;98172857;3281439600;1846548.0;2.0;29.06.2017 16:39:20;True;0.6756600153248327;True;True
214;98172857;3281132641;1846548.0;2.0;29.06.2017 14:08:51;True;0.9498845160044621;True;True
285;98172857;3277147265;1846548.0;2.0;27.06.2017 14:12:55;False;0.323023967484325;False;True
369;205813150;3366166505;5.0;2.0;10.08.2017 01:00:06;False;0.354788230329362;False;True
372;106573901;3364210383;1883502.0;2.0;09.08.2017 00:11:44;True;0.9784203360032693;True;True
374;90882159;3358237109;3331948.0;2.0;06.08.2017 00:19:51;False;0.03545047384949745;False;True
376;90882159;3358183864;3331948.0;2.0;05.08.2017 23:30:32;True;0.9185599946481673;True;True
400;5150808;3279800052;46.0;2.0;28.06.2017 19:53:27;True;0.10979636151331888;False;False
464;87012746;3372726385;1375614.0;2.0;13.08.2017 03:12:57;False;0.31899104326178984;False;True
481;105248644;3372726385;2163.0;2.0;13.08.2017 03:12:57;True;0.9873922185843093;True;True
516;5150808;3277853682;46.0;2.0;27.06.2017 20:16:01;True;0.9650226012638993;True;True
519;184950344;3276779761;2108395.0;2.0;27.06.2017 10:36:11;True;0.9786559284996383;True;True
538;97658618;3275738929;NaN;2.0;26.06.2017 19:19:18;True;0.980819571729192;True;True
554;87012746;3358205135;1375614.0;2.0;05.08.2017 23:50:33;True;0.9580728078511112;True;True
701;111620041;3368387319;39.0;2.0;11.08.2017 06:20:14;True;0.9882549747359749;True;True
714;93119769;3358044227;3931002.0;2.0;05.08.2017 21:40:15;False;0.02968257276063851;False;True
716;111620041;3357974421;39.0;2.0;05.08.2017 20:52:25;True;0.9723250539361947;True;True
719;111620041;3356260301;39.0;2.0;05.08.2017 04:03:27;True;0.8941157680565026;True;True
722;311360822;3356189302;NaN;2.0;05.08.2017 02:50:49;False;0.004267136107306766;False;True
726;111620041;3356035808;39.0;2.0;04.08.2017 23:43:07;True;0.8614826078096411;True;True
728;122867857;3355938154;2581813.0;2.0;04.08.2017 22:20:17;False;0.040137334764224104;False;True
730;98172857;3355805274;1846548.0;2.0;04.08.2017 20:40:34;False;0.008485463146273827;False;True
731;111620041;3355646788;39.0;2.0;04.08.2017 19:00:37;True;0.952767355948892;True;True
739;87012746;3354063346;1375614.0;2.0;03.08.2017 23:25:16;True;0.9673088420324394;True;True
743;111620041;3353989523;39.0;2.0;03.08.2017 22:21:07;True;0.9729643987744248;True;True
759;87012746;3352200165;1375614.0;2.0;02.08.2017 22:32:24;False;0.66105071612393;True;False
793;97658618;3278171855;NaN;2.0;28.06.2017 00:18:42;True;0.8394748311083736;True;True
852;98172857;3274794292;1846548.0;2.0;26.06.2017 10:59:47;False;0.2599957879161979;False;True
860;105248644;3367820228;2163.0;2.0;10.08.2017 20:27:49;True;0.5584790656311395;True;True
865;106863163;3364162010;15.0;2.0;08.08.2017 23:22:33;False;0.040516524478089996;False;True
866;111620041;3362390555;39.0;2.0;08.08.2017 01:14:35;False;0.7537029888145691;True;False
879;122867857;3352383050;2581813.0;2.0;03.08.2017 01:59:51;False;0.05696655253996576;False;True
914;105248644;3372676225;2163.0;2.0;13.08.2017 02:13:08;True;0.957300716786197;True;True
915;105248644;3372386596;2163.0;2.0;12.08.2017 21:59:04;True;0.9824557780709876;True;True
916;205813150;3369930606;5.0;2.0;11.08.2017 21:19:50;False;0.06963667702023635;False;True
917;105248644;3364308762;2163.0;2.0;09.08.2017 02:09:23;True;0.9777045976111503;True;True
918;184950344;3363973439;2108395.0;2.0;08.08.2017 20:41:21;False;0.4952838868809642;False;True
919;205813150;3362175204;5.0;2.0;07.08.2017 21:34:48;False;0.7404935855019505;True;False
920;205813150;3362113115;5.0;2.0;07.08.2017 20:37:50;True;0.9957006789771341;True;True
922;311360822;3357885749;NaN;2.0;05.08.2017 19:55:42;True;0.9885317431061426;True;True
923;311360822;3357781916;NaN;2.0;05.08.2017 19:00:22;False;0.13990404544585935;False;True
924;311360822;3356137447;NaN;2.0;05.08.2017 01:31:02;True;0.9641366219009283;True;True
926;205813150;3353742932;5.0;2.0;03.08.2017 19:04:10;True;0.9953144363655994;True;True
975;106863163;3279200648;15.0;2.0;28.06.2017 14:50:26;True;0.5507375660986835;True;True
1027;106863163;3369858045;15.0;2.0;11.08.2017 20:30:56;True;0.7303427416444197;True;True
1028;106573901;3368300783;1883502.0;2.0;11.08.2017 04:44:30;False;0.3718472094262718;False;True
1029;311360822;3368083254;NaN;2.0;11.08.2017 00:10:11;False;0.2883381190077574;False;True
1031;184950344;3365858882;2108395.0;2.0;09.08.2017 20:30:02;False;0.04909844344117422;False;True
1032;116585378;3364351128;1838315.0;2.0;09.08.2017 03:09:04;False;0.046631976656892456;False;True
1034;5150808;3362526195;46.0;2.0;08.08.2017 04:20:23;True;0.9451800620089132;True;True
1036;173880329;3357986778;2640025.0;2.0;05.08.2017 20:59:53;False;0.1752828506184997;False;True
1037;106573901;3357892393;1883502.0;2.0;05.08.2017 20:01:05;True;0.9921987545489933;True;True
1038;154715080;3357776957;2512249.0;2.0;05.08.2017 19:00:24;False;0.22704981277024056;False;True
1039;184950344;3356245174;2108395.0;2.0;05.08.2017 03:43:15;True;0.9278930450510039;True;True
1040;97658618;3356203606;NaN;2.0;05.08.2017 02:51:29;False;0.18790850453413693;False;True
1041;154715080;3356160859;2512249.0;2.0;05.08.2017 01:58:31;False;0.18751191691001984;False;True
1042;184950344;3356102779;2108395.0;2.0;05.08.2017 00:49:23;True;0.9935650110861661;True;True
1043;5150808;3355751279;46.0;2.0;04.08.2017 20:01:20;True;0.9960973619160525;True;True
1045;106573901;3354286673;1883502.0;2.0;04.08.2017 03:57:07;True;0.994481477015062;True;True
1046;154715080;3354249527;2512249.0;2.0;04.08.2017 03:04:45;True;0.989507204913462;True;True
1047;184950344;3354219214;2108395.0;2.0;04.08.2017 02:21:37;False;0.4110194502917565;False;True
1049;106863163;3354210396;15.0;2.0;04.08.2017 02:07:53;True;0.9991724257706026;True;True
1050;97658618;3354162376;NaN;2.0;04.08.2017 01:07:51;True;0.7536727583088313;True;True
1051;105248644;3354000170;2163.0;2.0;03.08.2017 22:26:45;True;0.989233118019341;True;True
1053;154715080;3353742932;2512249.0;2.0;03.08.2017 19:04:10;False;0.5491141809473661;True;False
1054;122867857;3353738510;2581813.0;2.0;03.08.2017 19:00:49;True;0.9957071561742534;True;True
1055;116585378;3352461389;1838315.0;2.0;03.08.2017 03:56:12;False;0.2589462531243106;False;True
1058;154715080;3352363731;2512249.0;2.0;03.08.2017 01:30:59;True;0.9973868883314689;True;True
1059;173880329;3352328440;2640025.0;2.0;03.08.2017 00:41:50;True;0.9196706344833309;True;True
1060;93119769;3352286942;3931002.0;2.0;02.08.2017 23:55:41;False;0.1003634343187931;False;True
1061;97658618;3352267755;NaN;2.0;02.08.2017 23:39:05;False;0.0998419944971808;False;True
1062;154715080;3352153962;2512249.0;2.0;02.08.2017 21:44:38;False;0.5388464766215348;True;False
1063;86799300;3352119361;1333179.0;2.0;02.08.2017 21:10:35;False;0.027434472448832983;False;True
1064;5150808;3351993496;46.0;2.0;02.08.2017 19:26:10;True;0.528766703990209;True;True
1065;184950344;3351963840;2108395.0;2.0;02.08.2017 19:01:53;False;0.08533605657487119;False;True
1066;154715080;3282553363;2512249.0;2.0;30.06.2017 07:00:15;True;0.9408664269712624;True;True
1067;106863163;3282551966;15.0;2.0;30.06.2017 06:59:01;True;0.9082356965739246;True;True
1068;97658618;3282193242;NaN;2.0;30.06.2017 00:34:45;True;0.9984482182471752;True;True
1074;5150808;3281467339;46.0;2.0;29.06.2017 16:52:01;True;0.9451308568688327;True;True
1082;122867857;3280678605;2581813.0;2.0;29.06.2017 09:22:58;True;0.8793699671951594;True;True
1083;122867857;3280581397;2581813.0;2.0;29.06.2017 08:06:52;True;0.9893112843846398;True;True
1084;154715080;3280569987;2512249.0;2.0;29.06.2017 07:57:17;False;0.24970440661058957;False;True
1086;154715080;3280437500;2512249.0;2.0;29.06.2017 05:57:10;True;0.965027875037864;True;True
1088;154715080;3280219317;2512249.0;2.0;29.06.2017 01:41:23;True;0.9058294771765302;True;True
1089;97658618;3280170927;NaN;2.0;29.06.2017 00:45:44;True;0.9971141700523163;True;True
1091;97658618;3280002255;NaN;2.0;28.06.2017 22:15:53;True;0.9766934433621017;True;True
1105;86799300;3278590724;1333179.0;2.0;28.06.2017 08:09:12;True;0.8396105723705696;True;True
1106;122867857;3278536469;2581813.0;2.0;28.06.2017 07:20:58;False;0.052165398802340855;False;True
1107;86799300;3278470259;1333179.0;2.0;28.06.2017 06:13:57;True;0.985516237309182;True;True
1117;116585378;3278008510;1838315.0;2.0;27.06.2017 22:03:22;True;0.9356614991465857;True;True
1125;116585378;3277691703;1838315.0;2.0;27.06.2017 18:39:22;True;0.9974388395900782;True;True
1140;90882159;3277141049;3331948.0;2.0;27.06.2017 14:09:39;False;0.32371409973306986;False;True
1153;154715080;3276384723;2512249.0;2.0;27.06.2017 04:50:45;True;0.9359228532672874;True;True
1175;93119769;3275492852;3931002.0;2.0;26.06.2017 17:13:46;True;0.9980399037476182;True;True
1177;184950344;3275405570;2108395.0;2.0;26.06.2017 16:33:35;True;0.9640573037723166;True;True
1182;122867857;3275206476;2581813.0;2.0;26.06.2017 14:57:19;True;0.9665035782879159;True;True
1188;184950344;3274816116;2108395.0;2.0;26.06.2017 11:12:51;True;0.8148616756100546;True;True
1191;184950344;3274669416;2108395.0;2.0;26.06.2017 09:40:02;True;0.9908084833777947;True;True
1193;122867857;3274393974;2581813.0;2.0;26.06.2017 06:01:32;False;0.22152781475251285;False;True
1194;87012746;3372676225;1375614.0;2.0;13.08.2017 02:13:08;False;0.10949123033496394;False;True
1202;173880329;3356461133;2640025.0;2.0;05.08.2017 07:06:45;True;0.7318324609742649;True;True
1206;87012746;3356100221;1375614.0;2.0;05.08.2017 00:45:36;True;0.7594304343228195;True;True
1213;87012746;3354120039;1375614.0;2.0;04.08.2017 00:21:27;True;0.856428835809045;True;True
1216;106863163;3353994974;15.0;2.0;03.08.2017 22:24:03;False;0.18194662746035292;False;True
1219;122867857;3353841477;2581813.0;2.0;03.08.2017 20:14:55;False;0.002518731185626567;False;True
1220;87012746;3353737069;1375614.0;2.0;03.08.2017 19:01:52;True;0.6718664475310465;True;True
1232;122867857;3280779062;2581813.0;2.0;29.06.2017 10:33:24;False;0.13966844555903601;False;True
1276;184950344;3276630734;2108395.0;2.0;27.06.2017 08:45:22;False;0.4822168659285813;False;True
1301;105248644;3368300783;2163.0;2.0;11.08.2017 04:44:30;True;0.9179575201214188;True;True
1304;105248644;3358109772;2163.0;2.0;05.08.2017 22:28:45;True;0.9947138720283829;True;True
1309;311360822;3354118306;NaN;2.0;04.08.2017 00:19:03;True;0.8808930405824716;True;True
1312;311360822;3353737069;NaN;2.0;03.08.2017 19:01:52;False;0.5120935236247692;True;False
1399;154715080;3366096005;2512249.0;2.0;09.08.2017 23:44:48;False;0.13896147658374097;False;True
1400;106573901;3364162010;1883502.0;2.0;08.08.2017 23:22:33;True;0.9622508319160009;True;True
1401;205813150;3362247584;5.0;2.0;07.08.2017 22:42:49;True;0.9910603366210827;True;True
1402;173880329;3358068997;2640025.0;2.0;05.08.2017 22:02:27;False;0.10345145346877452;False;True
1405;93119769;3356371427;3931002.0;2.0;05.08.2017 05:55:03;True;0.9699820977322093;True;True
1406;184950344;3355657953;2108395.0;2.0;04.08.2017 19:00:43;True;0.8990721580225945;True;True
1407;86799300;3354333670;1333179.0;2.0;04.08.2017 04:54:37;False;0.010917598164038624;False;True
1408;122867857;3354120039;2581813.0;2.0;04.08.2017 00:21:27;False;0.0636112434459008;False;True
1409;97658618;3352455755;NaN;2.0;03.08.2017 03:44:26;False;0.058190475676103956;False;True
1410;86799300;3352416060;1333179.0;2.0;03.08.2017 02:50:47;False;0.24705142934193847;False;True
1411;111620041;3352328440;39.0;2.0;03.08.2017 00:41:50;False;0.0024907498880113567;False;True
1412;86799300;3352190511;1333179.0;2.0;02.08.2017 22:23:57;False;0.2690271673331075;False;True
1415;154715080;3282333669;2512249.0;2.0;30.06.2017 03:13:11;True;0.9908536131897431;True;True
1417;154715080;3282263076;2512249.0;2.0;30.06.2017 01:51:02;True;0.9906291100448927;True;True
1418;154715080;3282203829;2512249.0;2.0;30.06.2017 00:45:23;False;0.3977379841559846;False;True
1424;122867857;3280960198;2581813.0;2.0;29.06.2017 12:26:52;True;0.9592470368367342;True;True
1425;122867857;3280868403;2581813.0;2.0;29.06.2017 11:31:06;True;0.9419652506513159;True;True
1430;154715080;3280349437;2512249.0;2.0;29.06.2017 04:28:05;True;0.9952315816779033;True;True
1432;97658618;3279907240;NaN;2.0;28.06.2017 21:04:16;True;0.9983797541218902;True;True
1442;173880329;3278458756;2640025.0;2.0;28.06.2017 06:02:03;False;0.26198807870817287;False;True
1443;122867857;3278458053;2581813.0;2.0;28.06.2017 06:01:21;False;0.6447917104956395;True;False
1445;154715080;3278279523;2512249.0;2.0;28.06.2017 02:25:06;False;0.05018251351453746;False;True
1453;97658618;3277897323;NaN;2.0;27.06.2017 20:44:34;True;0.9590090473122668;True;True
1457;122867857;3277744144;2581813.0;2.0;27.06.2017 19:08:37;True;0.5639292135936542;True;True
1460;106863163;3277312254;15.0;2.0;27.06.2017 15:35:32;False;0.456757815679011;False;True
1464;173880329;3277141049;2640025.0;2.0;27.06.2017 14:09:39;True;0.9957062665999191;True;True
1476;90882159;3276616978;3331948.0;2.0;27.06.2017 08:34:30;False;0.01571316870596695;False;True
1480;184950344;3276481968;2108395.0;2.0;27.06.2017 06:31:15;True;0.7546649380518643;True;True
1481;86799300;3276456688;1333179.0;2.0;27.06.2017 06:05:49;False;0.24537756361899524;False;True
1483;90882159;3276453310;3331948.0;2.0;27.06.2017 06:02:22;True;0.939622379865143;True;True
1486;122867857;3276393537;2581813.0;2.0;27.06.2017 05:00:08;True;0.997083316404078;True;True
1489;86799300;3276229201;1333179.0;2.0;27.06.2017 01:37:12;True;0.9641931721791089;True;True
1491;86799300;3276160699;1333179.0;2.0;27.06.2017 00:23:38;True;0.908799567215529;True;True
1492;97658618;3276156941;NaN;2.0;27.06.2017 00:20:06;True;0.943365436160854;True;True
1494;154715080;3276010559;2512249.0;2.0;26.06.2017 22:21:45;True;0.9764758074995784;True;True
1502;122867857;3275012710;2581813.0;2.0;26.06.2017 13:10:28;True;0.68981064751774;True;True
