;account_id;match_id;team_id;role;datetime;win;win_prob;prediction;isCorrect
4;115102590;3144097046;2108395;1.0;28.04.2017 10:09:42;False;0.0286057751611;False;True
6;115102590;3140008780;2108395;1.0;25.04.2017 23:09:31;True;0.96829647227;True;True
7;115102590;3139957604;2108395;1.0;25.04.2017 22:20:06;True;0.750772839786;True;True
9;115102590;3138772596;2108395;1.0;25.04.2017 09:00:37;False;0.384667590582;False;True
11;115102590;3137800908;2108395;1.0;24.04.2017 17:26:12;True;0.513046324116;True;True
15;115102590;3117580281;2108395;1.0;14.04.2017 15:25:59;False;0.38000170453;False;True
49;115102590;3052604418;2108395;1.0;13.03.2017 11:39:17;False;0.1769930906;False;True
51;115102590;3052409831;2108395;1.0;13.03.2017 09:06:18;True;0.981893377795;True;True
70;115102590;3045682599;2108395;1.0;10.03.2017 09:05:33;True;0.581377505948;True;True
74;86745912;3145102364;39;1.0;28.04.2017 20:06:18;True;0.993665258447;True;True
75;129585121;3144607791;4253054;1.0;28.04.2017 15:51:09;True;0.997147883734;True;True
76;132309493;3144277462;2108395;1.0;28.04.2017 12:22:07;False;0.241460707658;False;True
77;132309493;3139882151;2108395;1.0;25.04.2017 21:16:15;False;0.0310869719541;False;True
78;129585121;3139141584;4253054;1.0;25.04.2017 13:52:29;False;0.254611156271;False;True
79;86745912;3138784941;39;1.0;25.04.2017 09:11:34;True;0.982845655642;True;True
80;21289303;3137930231;3326875;1.0;24.04.2017 18:41:19;False;0.105651003965;False;True
82;132851371;3137237965;1883502;1.0;24.04.2017 11:36:19;True;0.999160538072;True;True
83;129585121;3137048517;4253054;1.0;24.04.2017 09:04:10;False;0.0982750122556;False;True
84;95430068;3137048108;26;1.0;24.04.2017 09:03:50;False;0.0102377216102;False;True
85;177416702;3121295778;15;1.0;16.04.2017 09:14:40;False;0.00722427847034;False;True
86;130416036;3107396330;3547682;1.0;09.04.2017 09:03:58;False;0.0220943807838;False;True
89;132739889;3093455307;46;1.0;02.04.2017 14:13:50;False;0.0227402094346;False;True
90;40547474;3091016058;3214108;1.0;01.04.2017 13:29:39;False;0.187031150343;False;True
91;5150808;3090716347;46;1.0;01.04.2017 10:41:35;False;0.0155802363107;False;True
92;72312627;3084344226;2163;1.0;29.03.2017 06:50:28;True;0.96545828388;True;True
93;19672354;3084312846;2586976;1.0;29.03.2017 06:16:10;False;0.0040924704967;False;True
94;21289303;3084205752;3326875;1.0;29.03.2017 04:03:21;False;0.00258344306202;False;True
95;132739889;3083607335;46;1.0;28.03.2017 18:40:24;True;0.466476259138;False;False
96;19672354;3083179978;2586976;1.0;28.03.2017 15:04:45;True;0.502864558531;True;True
97;5150808;3082703686;46;1.0;28.03.2017 10:13:30;False;0.25014119558;False;True
98;129585121;3082279911;4253054;1.0;28.03.2017 03:59:40;False;0.00423905413359;False;True
99;5150808;3081418147;46;1.0;27.03.2017 16:45:30;False;0.12347696462;False;True
100;129585121;3081180342;4253054;1.0;27.03.2017 14:44:37;True;0.995890719493;True;True
